test_id,model,startTimestamp,endTimestamp,dataset,datasetSize,threads,graphElapsedTime,tsElapsedTime,elapsedTime,numMachines,storage
c4874f53-e22c-4c81-afb9-b9070bdc6ba6,STGraph,1757093682,1757099359,smartbench,big_long,16,106881,5570100,5676981,4,134
c4874f53-e22c-4c81-afb9-b9070bdc6ba6,STGraph,1757099439,1757105144,smartbench,big_long,16,107901,5596929,5704830,4,134
c4874f53-e22c-4c81-afb9-b9070bdc6ba6,STGraph,1757105200,1757110922,smartbench,big_long,16,116908,5605457,5722365,4,134
c4874f53-e22c-4c81-afb9-b9070bdc6ba6,STGraph,1757110983,1757116695,smartbench,big_long,16,116551,5595551,5712102,4,134
c4874f53-e22c-4c81-afb9-b9070bdc6ba6,STGraph,1757116754,1757122451,smartbench,big_long,16,107132,5590193,5697325,4,134
c4874f53-e22c-4c81-afb9-b9070bdc6ba6,STGraph,1757122521,1757128209,smartbench,big_long,16,111096,5576823,5687919,4,134
c4874f53-e22c-4c81-afb9-b9070bdc6ba6,STGraph,1757128274,1757133958,smartbench,big_long,16,104562,5579890,5684452,4,134
c4874f53-e22c-4c81-afb9-b9070bdc6ba6,STGraph,1757134054,1757139754,smartbench,big_long,16,109155,5590936,5700091,4,134
c4874f53-e22c-4c81-afb9-b9070bdc6ba6,STGraph,1757139814,1757145484,smartbench,big_long,16,105042,5564241,5669283,4,134
c4874f53-e22c-4c81-afb9-b9070bdc6ba6,STGraph,1757145543,1757151228,smartbench,big_long,16,100966,5584003,5684969,4,134
c4874f53-e22c-4c81-afb9-b9070bdc6ba6,STGraph,1757151285,1757156973,smartbench,big_long,16,109793,5578341,5688134,4,134
c4874f53-e22c-4c81-afb9-b9070bdc6ba6,STGraph,1757157033,1757162727,smartbench,big_long,16,113536,5580021,5693557,4,134
c4874f53-e22c-4c81-afb9-b9070bdc6ba6,STGraph,1757162781,1757168473,smartbench,big_long,16,105200,5586347,5691547,4,134
c4874f53-e22c-4c81-afb9-b9070bdc6ba6,STGraph,1757168547,1757174244,smartbench,big_long,16,110968,5586116,5697084,4,134
c4874f53-e22c-4c81-afb9-b9070bdc6ba6,STGraph,1757174314,1757180017,smartbench,big_long,16,116123,5586305,5702428,4,134
c4874f53-e22c-4c81-afb9-b9070bdc6ba6,STGraph,1757180077,1757185758,smartbench,big_long,16,113738,5567146,5680884,4,134
c4874f53-e22c-4c81-afb9-b9070bdc6ba6,STGraph,1757185836,1757191536,smartbench,big_long,16,112128,5587484,5699612,4,134
c4874f53-e22c-4c81-afb9-b9070bdc6ba6,STGraph,1757191612,1757197314,smartbench,big_long,16,115227,5586674,5701901,4,134
c4874f53-e22c-4c81-afb9-b9070bdc6ba6,STGraph,1757197414,1757203105,smartbench,big_long,16,102252,5588332,5690584,4,134
c4874f53-e22c-4c81-afb9-b9070bdc6ba6,STGraph,1757203168,1757208868,smartbench,big_long,16,120527,5579504,5700031,4,134
c4874f53-e22c-4c81-afb9-b9070bdc6ba6,STGraph,1757208943,1757214610,smartbench,big_long,16,99561,5568108,5667669,4,134
c4874f53-e22c-4c81-afb9-b9070bdc6ba6,STGraph,1757214667,1757220354,smartbench,big_long,16,104507,5582602,5687109,4,134
c4874f53-e22c-4c81-afb9-b9070bdc6ba6,STGraph,1757220415,1757226102,smartbench,big_long,16,102538,5583821,5686359,4,134
c4874f53-e22c-4c81-afb9-b9070bdc6ba6,STGraph,1757226157,1757231838,smartbench,big_long,16,104707,5575518,5680225,4,134
c4874f53-e22c-4c81-afb9-b9070bdc6ba6,STGraph,1757231902,1757237604,smartbench,big_long,16,111518,5591122,5702640,4,134
c4874f53-e22c-4c81-afb9-b9070bdc6ba6,STGraph,1757237676,1757243296,smartbench,big_long,16,101985,5517127,5619112,4,134
c4874f53-e22c-4c81-afb9-b9070bdc6ba6,STGraph,1757243379,1757249001,smartbench,big_long,16,107229,5515006,5622235,4,134
c4874f53-e22c-4c81-afb9-b9070bdc6ba6,STGraph,1757249059,1757254694,smartbench,big_long,16,111753,5523529,5635282,4,134
c4874f53-e22c-4c81-afb9-b9070bdc6ba6,STGraph,1757254751,1757260370,smartbench,big_long,16,106358,5512867,5619225,4,134
c4874f53-e22c-4c81-afb9-b9070bdc6ba6,STGraph,1757260448,1757266066,smartbench,big_long,16,107960,5509795,5617755,4,134
c4874f53-e22c-4c81-afb9-b9070bdc6ba6,STGraph,1757266128,1757271758,smartbench,big_long,16,115276,5514829,5630105,4,134
c4874f53-e22c-4c81-afb9-b9070bdc6ba6,STGraph,1757271825,1757277451,smartbench,big_long,16,101821,5524402,5626223,4,134
c4874f53-e22c-4c81-afb9-b9070bdc6ba6,STGraph,1757277510,1757283144,smartbench,big_long,16,113896,5520105,5634001,4,134
c4874f53-e22c-4c81-afb9-b9070bdc6ba6,STGraph,1757283218,1757288844,smartbench,big_long,16,104876,5521389,5626265,4,134
c4874f53-e22c-4c81-afb9-b9070bdc6ba6,STGraph,1757288890,1757294497,smartbench,big_long,16,59911,5546909,5606820,4,134
c4874f53-e22c-4c81-afb9-b9070bdc6ba6,STGraph,1757294551,1757300166,smartbench,big_long,16,89399,5525957,5615356,4,134
c4874f53-e22c-4c81-afb9-b9070bdc6ba6,STGraph,1757300223,1757305867,smartbench,big_long,16,96504,5548102,5644606,4,134
c4874f53-e22c-4c81-afb9-b9070bdc6ba6,STGraph,1757305921,1757311548,smartbench,big_long,16,102894,5524734,5627628,4,134
12cdc228-2523-443d-b7f9-15f55e593cc6,STGraph,1757331543,1757337159,smartbench,big_long,16,92611,5522915,5615526,4,134
93c8cc86-6a60-44cc-ab4b-15fe47732259,STGraph,1757342278,1757348024,smartbench,big_long,16,228067,5518066,5746133,4,134
93c8cc86-6a60-44cc-ab4b-15fe47732259,STGraph,1757348081,1757353690,smartbench,big_long,16,104580,5504155,5608735,4,134
93c8cc86-6a60-44cc-ab4b-15fe47732259,STGraph,1757353751,1757359369,smartbench,big_long,16,102189,5516096,5618285,4,134
93c8cc86-6a60-44cc-ab4b-15fe47732259,STGraph,1757359428,1757365054,smartbench,big_long,16,104237,5521506,5625743,4,134
93c8cc86-6a60-44cc-ab4b-15fe47732259,STGraph,1757365106,1757370717,smartbench,big_long,16,96175,5514710,5610885,4,134
854ff7dd-b6eb-4958-8925-8d7f6f94aa5d,STGraph,1757948417,1757958904,smartbench,big_long,16,58749,10428246,10486995,2,134
854ff7dd-b6eb-4958-8925-8d7f6f94aa5d,STGraph,1757958969,1757969501,smartbench,big_long,16,91660,10439778,10531438,2,134
854ff7dd-b6eb-4958-8925-8d7f6f94aa5d,STGraph,1757969547,1757980083,smartbench,big_long,16,93046,10442801,10535847,2,134
854ff7dd-b6eb-4958-8925-8d7f6f94aa5d,STGraph,1757980133,1757990651,smartbench,big_long,16,85097,10432501,10517598,2,134
854ff7dd-b6eb-4958-8925-8d7f6f94aa5d,STGraph,1757990704,1758000987,smartbench,big_long,16,89011,10194276,10283287,2,134
